,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000027577,11438,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",-1.730181153,2.393634166,5.040998951,0.030855118,0.255212854
ENSMUSG00000007656,59046,Arpp19,cAMP-regulated phosphoprotein 19,-0.259435988,6.747809522,4.968604113,0.030903624,0.255417742
ENSMUSG00000001783,28088,Rtcb,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",0.23964987,5.224295028,4.966953167,0.030930076,0.255440177
ENSMUSG00000035936,214579,Aldh5a1,"aldhehyde dehydrogenase family 5, subfamily A1",-0.232178059,5.366191086,4.962903496,0.030995065,0.255780597
ENSMUSG00000032777,233863,Gtf3c1,general transcription factor III C 1,-0.325328783,4.428935458,4.957402379,0.031083584,0.25631452
ENSMUSG00000050410,106795,Tcf19,transcription factor 19,-0.755341166,1.571859066,4.955468165,0.031114772,0.256375243
ENSMUSG00000057228,23923,Aadat,aminoadipate aminotransferase,0.517265972,5.809588912,4.984539985,0.031202968,0.256884115
ENSMUSG00000042831,233065,Alkbh6,alkB homolog 6,-0.590079974,2.7414213,4.948693725,0.031224275,0.256884115
ENSMUSG00000031337,17772,Mtm1,X-linked myotubular myopathy gene 1,0.377507828,3.081420425,4.944891328,0.03128592,0.257006805
ENSMUSG00000035493,21810,Tgfbi,"transforming growth factor, beta induced",-0.527688186,4.778750153,4.967386165,0.031286954,0.257006805
ENSMUSG00000001542,192657,Ell2,elongation factor RNA polymerase II 2,0.304285505,5.51653622,4.942432237,0.031325857,0.257130088
ENSMUSG00000046447,66259,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,0.266219613,7.933694668,4.937344283,0.031408663,0.257613283
ENSMUSG00000026811,50935,St6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",0.543604146,4.309798775,4.954351366,0.031439283,0.257653424
ENSMUSG00000061232,14972,H2-K1,"histocompatibility 2, K1, K region",-0.235581727,10.13356039,4.934108813,0.031461444,0.257653424
ENSMUSG00000000538,216810,Tom1l2,target of myb1-like 2 (chicken),-0.348079418,4.631437559,4.932044584,0.031495168,0.257733464
ENSMUSG00000003382,27049,Etv3,ets variant 3,0.371232067,2.857632084,4.921724573,0.031664358,0.258921092
ENSMUSG00000022781,224105,Pak2,p21 (RAC1) activated kinase 2,0.328474792,5.223316519,4.920062631,0.031691696,0.258947869
ENSMUSG00000000738,234847,Spg7,"SPG7, paraplegin matrix AAA peptidase subunit",-0.234485056,5.695035028,4.912189552,0.031821553,0.259811632
ENSMUSG00000003573,26558,Homer3,homer scaffolding protein 3,-1.022647698,0.979783841,4.910723331,0.0318458,0.259812474
ENSMUSG00000021619,66795,Atg10,autophagy related 10,-0.459469373,2.918489298,4.907853017,0.031893324,0.260003079
ENSMUSG00000042520,74383,Ubap2l,ubiquitin-associated protein 2-like,0.230106537,5.599791025,4.903466989,0.031966093,0.260368483
ENSMUSG00000072674,100039246,Plac9b,placenta specific 9b,-0.427512114,3.307688702,4.902236674,0.031986538,0.260368483
ENSMUSG00000022437,68653,Samm50,SAMM50 sorting and assembly machinery component,-0.295966813,6.204020825,4.90072333,0.032011705,0.260376386
ENSMUSG00000027575,228998,Arfgap1,ADP-ribosylation factor GTPase activating protein 1,0.38271006,4.427759596,4.898558821,0.032047738,0.260472593
ENSMUSG00000002803,399566,Btbd6,BTB (POZ) domain containing 6,0.405053344,3.385569079,4.891061898,0.032172882,0.261026502
ENSMUSG00000024691,107373,Fam111a,"family with sequence similarity 111, member A",-0.566699415,2.99739088,4.890827177,0.032176809,0.261026502
ENSMUSG00000031834,18709,Pik3r2,phosphoinositide-3-kinase regulatory subunit 2,0.33255444,3.830063776,4.890118948,0.03218866,0.261026502
ENSMUSG00000005621,233410,Zfp592,zinc finger protein 592,0.381025731,3.474329628,4.882822892,0.032311024,0.261694222
ENSMUSG00000027940,59069,Tpm3,"tropomyosin 3, gamma",-0.238467442,6.796744317,4.882079117,0.032323526,0.261694222
ENSMUSG00000040249,16971,Lrp1,low density lipoprotein receptor-related protein 1,0.246210988,7.615815845,4.880395453,0.032351846,0.261694222
ENSMUSG00000070697,65961,Utp3,UTP3 small subunit processome component,0.241176405,6.099254493,4.87914859,0.032372837,0.261694222
ENSMUSG00000024782,56248,Ak3,adenylate kinase 3,0.386423431,7.603175886,4.882445422,0.03240089,0.261694222
ENSMUSG00000025413,72354,Ttc4,tetratricopeptide repeat domain 4,0.250782816,4.206247806,4.876405157,0.032419073,0.261694222
ENSMUSG00000049422,103172,Chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10,0.27072371,10.05181989,4.87011785,0.032525306,0.261694222
ENSMUSG00000048118,238247,Arid4a,AT rich interactive domain 4A (RBP1-like),0.331966213,5.642946172,4.869613385,0.032533846,0.261694222
ENSMUSG00000038594,100038725,Cep85l,centrosomal protein 85-like,0.507659042,3.913832128,4.872571518,0.032539355,0.261694222
ENSMUSG00000023262,109652,Acy1,aminoacylase 1,0.37369761,4.409046278,4.868842212,0.032546906,0.261694222
ENSMUSG00000028619,66526,Tceanc2,transcription elongation factor A (SII) N-terminal and central domain containing 2,0.334743519,3.544911604,4.865774744,0.032598909,0.261694222
ENSMUSG00000039219,94246,Arid4b,AT rich interactive domain 4B (RBP1-like),0.287339077,5.761511444,4.865424915,0.032604846,0.261694222
ENSMUSG00000027597,269378,Ahcy,S-adenosylhomocysteine hydrolase,0.352787706,9.618061037,4.865404266,0.032605196,0.261694222
ENSMUSG00000074254,13086,Cyp2a4,"cytochrome P450, family 2, subfamily a, polypeptide 4",-0.914952205,4.242903497,4.930595279,0.032621342,0.261694222
ENSMUSG00000034205,94352,Loxl2,lysyl oxidase-like 2,-0.76536271,2.323505778,4.862780423,0.03264976,0.261694222
ENSMUSG00000022043,66854,Trim35,tripartite motif-containing 35,-0.611959462,2.815430487,4.859440397,0.032706582,0.261694222
ENSMUSG00000026576,11931,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",0.235365752,6.059007296,4.856835134,0.032750978,0.261694222
ENSMUSG00000032218,12442,Ccnb2,cyclin B2,-1.761779811,1.271922083,4.895762554,0.032755965,0.261694222
ENSMUSG00000040659,27984,Efhd2,EF hand domain containing 2,-0.381924344,5.338765947,4.854986491,0.032782521,0.261694222
ENSMUSG00000060244,56009,Alyref2,Aly/REF export factor 2,0.61734889,2.058781935,4.85142523,0.032843378,0.261694222
ENSMUSG00000031502,12826,Col4a1,"collagen, type IV, alpha 1",-0.618772349,5.108594372,4.896713359,0.032858074,0.261694222
ENSMUSG00000031482,18408,Slc25a15,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",0.256453775,7.639044677,4.847665713,0.032907755,0.261694222
ENSMUSG00000023942,63959,Slc29a1,"solute carrier family 29 (nucleoside transporters), member 1",0.339478538,6.837250392,4.847636869,0.03290825,0.261694222
ENSMUSG00000008475,67771,Arpc5,"actin related protein 2/3 complex, subunit 5",-0.2576154,6.216308315,4.847150447,0.032916589,0.261694222
ENSMUSG00000066037,74326,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,0.315461113,5.106093562,4.84692144,0.032920516,0.261694222
ENSMUSG00000038695,66124,Josd2,Josephin domain containing 2,0.314916708,4.443460808,4.846612417,0.032925816,0.261694222
ENSMUSG00000002289,57875,Angptl4,angiopoietin-like 4,0.325836965,6.209756009,4.845670932,0.032941969,0.261694222
ENSMUSG00000052595,69865,A1cf,APOBEC1 complementation factor,0.524980498,4.83371829,4.870077251,0.032951926,0.261694222
ENSMUSG00000017639,268451,Rab11fip4,RAB11 family interacting protein 4 (class II),0.738904002,1.710151654,4.842429574,0.032997646,0.261791193
ENSMUSG00000036565,78339,Ttyh3,tweety family member 3,-0.512054191,2.675394105,4.841548858,0.033012792,0.261791193
ENSMUSG00000070031,434484,Sp140,Sp140 nuclear body protein,-0.707970115,2.5708349,4.839311611,0.033051299,0.261903559
ENSMUSG00000028150,19885,Rorc,RAR-related orphan receptor gamma,-0.423358852,4.032832773,4.833756595,0.033147124,0.262404297
ENSMUSG00000099974,12047,Bcl2a1d,B cell leukemia/lymphoma 2 related protein A1d,-1.087959719,1.818083562,4.841390413,0.03316326,0.262404297
ENSMUSG00000025241,17281,Fyco1,FYVE and coiled-coil domain containing 1,0.24325137,5.40492869,4.828607883,0.033236208,0.262497119
ENSMUSG00000038742,70726,Angptl6,angiopoietin-like 6,0.420890532,4.249274514,4.828468859,0.033238617,0.262497119
ENSMUSG00000033542,54324,Arhgef5,Rho guanine nucleotide exchange factor (GEF) 5,-0.36781029,4.474193703,4.82791759,0.033248171,0.262497119
ENSMUSG00000056749,18030,Nfil3,"nuclear factor, interleukin 3, regulated",0.580316515,3.34835286,4.824797624,0.033340747,0.262730288
ENSMUSG00000025612,12013,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",0.376022901,4.225053679,4.822368594,0.03334451,0.262730288
ENSMUSG00000032261,212531,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,-0.328052463,5.130211581,4.819934721,0.03338686,0.262730288
ENSMUSG00000058173,170748,Smco4,single-pass membrane protein with coiled-coil domains 4,-0.277705953,4.217922535,4.819047479,0.033402313,0.262730288
ENSMUSG00000022708,56490,Zbtb20,zinc finger and BTB domain containing 20,0.208528686,9.015370083,4.817856166,0.033423075,0.262730288
ENSMUSG00000020803,52700,Txndc17,thioredoxin domain containing 17,-0.279472869,5.832377692,4.81750603,0.033429179,0.262730288
ENSMUSG00000021948,18753,Prkcd,"protein kinase C, delta",-0.563063794,3.142412324,4.81448403,0.033481917,0.262730288
ENSMUSG00000028309,109331,Rnf20,ring finger protein 20,0.313841293,4.613014087,4.812224945,0.0335214,0.262730288
ENSMUSG00000003814,12317,Calr,calreticulin,0.288229205,8.788949864,4.811344428,0.033536803,0.262730288
ENSMUSG00000024538,19038,Ppic,peptidylprolyl isomerase C,-1.043171233,1.985240243,4.823834351,0.033545577,0.262730288
ENSMUSG00000006527,54650,Sfmbt1,Scm-like with four mbt domains 1,0.305269711,4.85489429,4.810803429,0.03354627,0.262730288
ENSMUSG00000023186,67776,Vwa5a,von Willebrand factor A domain containing 5A,-0.304672156,3.857701555,4.807745747,0.033599834,0.262958411
ENSMUSG00000030220,11857,Arhgdib,"Rho, GDP dissociation inhibitor (GDI) beta",-0.4457163,3.343316555,4.799922852,0.033737296,0.263841349
ENSMUSG00000035954,238130,Dock4,dedicator of cytokinesis 4,0.269033349,4.521675048,4.798538256,0.033761689,0.263841349
ENSMUSG00000000440,19016,Pparg,peroxisome proliferator activated receptor gamma,-1.140388173,3.986681318,4.862856945,0.033885958,0.264620313
ENSMUSG00000032271,18113,Nnmt,nicotinamide N-methyltransferase,0.538826866,6.0471173,4.826882862,0.033982059,0.265178344
ENSMUSG00000038260,68667,Trpm4,"transient receptor potential cation channel, subfamily M, member 4",-1.239458212,0.743568256,4.783129021,0.034034456,0.265394769
ENSMUSG00000039041,56436,Adrm1,adhesion regulating molecule 1,0.351173574,6.345002386,4.780404254,0.034082936,0.265580362
ENSMUSG00000061455,67727,Stx17,syntaxin 17,0.276105783,4.620872459,4.778966738,0.034108544,0.265587582
ENSMUSG00000030630,14085,Fah,fumarylacetoacetate hydrolase,0.363005817,8.773973324,4.769986652,0.034268983,0.266464998
ENSMUSG00000019947,71371,Arid5b,AT rich interactive domain 5B (MRF1-like),0.714002024,6.252362121,4.833600178,0.034270752,0.266464998
ENSMUSG00000027035,241447,Cers6,ceramide synthase 6,-0.446439643,3.199010551,4.761657816,0.034418519,0.267420711
ENSMUSG00000022201,22763,Zfr,zinc finger RNA binding protein,0.261817243,6.450849213,4.759550338,0.034456469,0.267522411
ENSMUSG00000024188,66978,Luc7l,Luc7-like,0.259528726,5.29752738,4.756885641,0.034504517,0.267702316
ENSMUSG00000028671,74246,Gale,"galactose-4-epimerase, UDP",-0.751511098,4.881843884,4.812579472,0.034564797,0.26797679
ENSMUSG00000018474,216848,Chd3,chromodomain helicase DNA binding protein 3,0.374798308,6.525702416,4.752939152,0.034631895,0.268303685
ENSMUSG00000037669,68832,Ldah,lipid droplet associated hydrolase,0.320802856,4.650935773,4.742673552,0.034762013,0.268941878
ENSMUSG00000070473,12739,Cldn3,claudin 3,0.261004902,6.681657169,4.742550293,0.034764255,0.268941878
ENSMUSG00000036985,208884,Zdhhc9,"zinc finger, DHHC domain containing 9",0.335894934,6.282049103,4.737052738,0.034864426,0.269523049
ENSMUSG00000079020,106068,Slc45a4,"solute carrier family 45, member 4",-0.529504974,2.975903586,4.732514053,0.03494736,0.269813308
ENSMUSG00000050730,71544,Arhgap42,Rho GTPase activating protein 42,0.356408247,5.466582851,4.732253992,0.034952119,0.269813308
ENSMUSG00000034785,13370,Dio1,"deiodinase, iodothyronine, type I",-0.287711918,7.118223101,4.730250828,0.034988796,0.269823372
ENSMUSG00000026343,71111,Gpr39,G protein-coupled receptor 39,-0.590817363,1.757076844,4.729444514,0.035003571,0.269823372
ENSMUSG00000024142,56716,Mlst8,"MTOR associated protein, LST8 homolog (S. cerevisiae)",-0.379811228,2.895045511,4.725524237,0.035075503,0.269884609
ENSMUSG00000022401,321003,Xpnpep3,"X-prolyl aminopeptidase 3, mitochondrial",0.396361033,3.749950084,4.724868078,0.035087558,0.269884609
ENSMUSG00000001435,12822,Col18a1,"collagen, type XVIII, alpha 1",0.250535288,8.587558767,4.723442485,0.035113766,0.269884609
ENSMUSG00000026832,227929,Cytip,cytohesin 1 interacting protein,-1.149952334,0.793838528,4.72240475,0.035132856,0.269884609
ENSMUSG00000020183,70574,Cpm,carboxypeptidase M,0.560555379,1.469671754,4.722184231,0.035136914,0.269884609
ENSMUSG00000041736,12257,Tspo,translocator protein,-0.25401123,6.260182736,4.72016906,0.035174023,0.269976934
ENSMUSG00000048222,100034361,Mfap1b,microfibrillar-associated protein 1B,0.379220594,4.646270251,4.716611898,0.035239631,0.270287715
ENSMUSG00000041515,15900,Irf8,interferon regulatory factor 8,-0.521923825,4.307096271,4.730381841,0.035271062,0.27033611
ENSMUSG00000048126,12835,Col6a3,"collagen, type VI, alpha 3",-1.125842984,4.078535287,4.777224032,0.035397311,0.270973878
ENSMUSG00000019806,66253,Aig1,androgen-induced 1,-0.328447319,4.173288191,4.70769723,0.035404635,0.270973878
ENSMUSG00000030717,56312,Nupr1,nuclear protein transcription regulator 1,-1.147875396,1.836007338,4.715430661,0.035556063,0.271825943
ENSMUSG00000060152,117109,Pop5,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)",0.345054468,4.784072621,4.698996706,0.035566483,0.271825943
ENSMUSG00000006360,12925,Crip1,cysteine-rich protein 1 (intestinal),-0.637737145,2.928837606,4.696894845,0.035605703,0.271932554
ENSMUSG00000057101,210135,Zfp180,zinc finger protein 180,0.389576262,3.742088125,4.688825225,0.035756714,0.272892196
ENSMUSG00000026097,227102,Ormdl1,ORM1-like 1 (S. cerevisiae),0.341642849,4.375502193,4.685492174,0.035819289,0.273176027
ENSMUSG00000024180,60455,Tmem8,transmembrane protein 8,-0.32334257,4.226017053,4.68398015,0.035847716,0.273199199
ENSMUSG00000063354,72027,Slc39a4,"solute carrier family 39 (zinc transporter), member 4",-0.633536376,5.242147279,4.725617579,0.035984835,0.274050117
ENSMUSG00000032333,69106,Stoml1,stomatin-like 1,-0.544580178,2.621740348,4.675195124,0.036013361,0.274073394
ENSMUSG00000002028,214162,Kmt2a,lysine (K)-specific methyltransferase 2A,0.304320347,5.446301661,4.669356747,0.036123906,0.274720387
ENSMUSG00000034993,26949,Vat1,vesicle amine transport 1,-0.501293515,3.05577973,4.664254431,0.036220815,0.275262845
ENSMUSG00000031134,19655,Rbmx,"RNA binding motif protein, X chromosome",-0.457432887,2.640264666,4.66171446,0.036269162,0.275435748
ENSMUSG00000024863,17195,Mbl2,mannose-binding lectin (protein C) 2,-0.282930759,8.645574005,4.658288098,0.036334493,0.275572502
ENSMUSG00000027671,56456,Actl6a,actin-like 6A,0.305437779,3.966141621,4.658084079,0.036338387,0.275572502
ENSMUSG00000024427,24066,Spry4,sprouty RTK signaling antagonist 4,0.936624939,1.482106515,4.65560642,0.036385713,0.275612092
ENSMUSG00000028124,14630,Gclm,"glutamate-cysteine ligase, modifier subunit",0.196218459,7.193888226,4.655129459,0.036394832,0.275612092
ENSMUSG00000020448,193670,Rnf185,ring finger protein 185,0.383901164,4.237219352,4.65267536,0.036441787,0.275773607
ENSMUSG00000017478,76014,Zc3h18,zinc finger CCCH-type containing 18,0.236461191,5.381522898,4.643879703,0.036610619,0.276350492
ENSMUSG00000031504,19332,Rab20,"RAB20, member RAS oncogene family",-0.569101157,2.439891524,4.642884128,0.036629782,0.276350492
ENSMUSG00000027253,228357,Lrp4,low density lipoprotein receptor-related protein 4,-0.487013103,2.857978157,4.63939167,0.036697093,0.276350492
ENSMUSG00000040270,12014,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",0.478185643,3.820933222,4.639220962,0.036700387,0.276350492
ENSMUSG00000038174,213056,Fam126b,"family with sequence similarity 126, member B",0.322955525,6.129504192,4.638842887,0.036707683,0.276350492
ENSMUSG00000015890,71761,Amdhd1,amidohydrolase domain containing 1,0.308068159,7.098608895,4.636010888,0.03676238,0.276350492
ENSMUSG00000066735,69568,Vkorc1l1,"vitamin K epoxide reductase complex, subunit 1-like 1",-0.41457317,4.364140823,4.635863367,0.036765232,0.276350492
ENSMUSG00000022280,30945,Rnf19a,ring finger protein 19A,0.440427196,2.99089679,4.635786409,0.03676672,0.276350492
ENSMUSG00000030446,212569,Zfp273,zinc finger protein 273,0.586180299,1.456830662,4.63542338,0.036773738,0.276350492
ENSMUSG00000028248,66625,Pnisr,PNN interacting serine/arginine-rich,0.263423423,6.543789344,4.635246464,0.036777159,0.276350492
ENSMUSG00000023886,64074,Smoc2,SPARC related modular calcium binding 2,-0.973530051,3.058052845,4.680255884,0.036806547,0.276350492
ENSMUSG00000025583,74370,Rptor,"regulatory associated protein of MTOR, complex 1",-0.296402385,3.617717275,4.632712989,0.036826188,0.276350492
ENSMUSG00000033684,104009,Qsox1,quiescin Q6 sulfhydryl oxidase 1,0.279567433,8.260456722,4.629076477,0.036896686,0.276402932
ENSMUSG00000025743,20970,Sdc3,syndecan 3,-0.388526571,4.558281399,4.627523946,0.036926829,0.276402932
ENSMUSG00000025586,12877,Cpeb1,cytoplasmic polyadenylation element binding protein 1,-0.568931553,3.071461882,4.62722079,0.036932718,0.276402932
ENSMUSG00000051615,76108,Rap2a,RAS related protein 2a,0.378950082,4.037236008,4.627056047,0.036935918,0.276402932
ENSMUSG00000021188,109181,Trip11,thyroid hormone receptor interactor 11,0.296152261,4.68071311,4.622610603,0.037022398,0.276586405
ENSMUSG00000036083,105355,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",0.328154083,5.421029189,4.622536197,0.037023847,0.276586405
ENSMUSG00000022412,239555,Mief1,mitochondrial elongation factor 1,0.279551856,3.968952231,4.620795177,0.037057777,0.276586405
ENSMUSG00000005534,16337,Insr,insulin receptor,0.29082017,5.603230877,4.619528094,0.037082493,0.276586405
ENSMUSG00000000673,107766,Haao,"3-hydroxyanthranilate 3,4-dioxygenase",0.305055771,8.403921518,4.618496283,0.037102632,0.276586405
ENSMUSG00000030161,57436,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,0.336078149,8.65682714,4.617880738,0.037114652,0.276586405
ENSMUSG00000036606,140570,Plxnb2,plexin B2,0.225817449,6.104970102,4.616179024,0.037147904,0.276642627
ENSMUSG00000021557,67269,Agtpbp1,ATP/GTP binding protein 1,-0.346842958,3.755357544,4.613932261,0.037191856,0.2767784
ENSMUSG00000006715,57441,Gmnn,geminin,-0.532741777,2.794459919,4.612205006,0.037225684,0.276838693
ENSMUSG00000035780,72094,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",0.354658315,7.334363609,4.608768289,0.037293091,0.277148447
ENSMUSG00000027184,53872,Caprin1,cell cycle associated protein 1,0.323787404,6.962924773,4.603726305,0.037392223,0.277530639
ENSMUSG00000038374,60365,Rbm8a,RNA binding motif protein 8a,0.35635302,6.849150248,4.603529427,0.037396099,0.277530639
ENSMUSG00000097589,668253,Dleu2,"deleted in lymphocytic leukemia, 2",0.381451155,4.112241651,4.593578204,0.037592616,0.278796792
ENSMUSG00000020231,64451,Dip2a,disco interacting protein 2 homolog A,-1.056424177,0.940404931,4.590020902,0.037663138,0.27912743
ENSMUSG00000074916,72136,Chst14,carbohydrate sulfotransferase 14,-0.918752189,1.322827019,4.585589784,0.037751184,0.279587396
ENSMUSG00000044068,22183,Zrsr1,"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1",0.340452991,4.546694748,4.581818131,0.037826302,0.279637513
ENSMUSG00000029716,50765,Tfr2,transferrin receptor 2,0.256607819,6.94350044,4.580360624,0.037855374,0.279637513
ENSMUSG00000006736,67125,Tspan31,tetraspanin 31,-0.351794234,6.651643716,4.579470624,0.037873138,0.279637513
ENSMUSG00000056069,223433,Otulinl,OTU deubiquitinase with linear linkage specificity like,-0.930308301,0.894288778,4.577936215,0.037903786,0.279637513
ENSMUSG00000026158,70155,Ogfrl1,opioid growth factor receptor-like 1,0.317510668,4.598311248,4.57765786,0.037909349,0.279637513
ENSMUSG00000048668,72440,Rhno1,RAD9-HUS1-RAD1 interacting nuclear orphan 1,-0.482805133,2.489758967,4.575835129,0.037945796,0.279637513
ENSMUSG00000024002,57261,Brd4,bromodomain containing 4,0.341682291,5.966551943,4.574049971,0.037981529,0.279637513
ENSMUSG00000064254,66071,Ethe1,ethylmalonic encephalopathy 1,0.249006197,6.540410597,4.5736774,0.037988991,0.279637513
ENSMUSG00000022822,27416,Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",-0.636679007,2.158568298,4.57353587,0.037991826,0.279637513
ENSMUSG00000030852,57752,Tacc2,"transforming, acidic coiled-coil containing protein 2",-0.33596662,4.672531847,4.569863672,0.038065469,0.279853235
ENSMUSG00000070436,12406,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",-0.870840048,3.38492506,4.61456363,0.038073147,0.279853235
ENSMUSG00000059796,13681,Eif4a1,eukaryotic translation initiation factor 4A1,-0.249713188,6.745077964,4.564651085,0.038170268,0.280287341
ENSMUSG00000021282,217869,Eif5,eukaryotic translation initiation factor 5,0.195614133,8.36835804,4.563892537,0.038185545,0.280287341
ENSMUSG00000004268,14791,Emg1,EMG1 N1-specific pseudouridine methyltransferase,0.302944907,4.899033698,4.562661794,0.038210346,0.280287341
ENSMUSG00000040616,214359,Tmem51,transmembrane protein 51,-0.511484015,2.837477185,4.559604357,0.038272032,0.280548593
ENSMUSG00000069516,17105,Lyz2,lysozyme 2,-0.698606493,6.214005671,4.613570106,0.03835755,0.280762873
ENSMUSG00000030207,74525,Fam234b,"family with sequence similarity 234, member B",0.478732573,3.126987011,4.554756031,0.038370073,0.280762873
ENSMUSG00000040268,101476,Plekha1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",-0.457542398,4.115763998,4.553984443,0.038385701,0.280762873
ENSMUSG00000017713,71776,Tha1,threonine aldolase 1,-0.705590598,1.676249103,4.551463104,0.038436816,0.280762873
ENSMUSG00000028919,213649,Arhgef19,Rho guanine nucleotide exchange factor (GEF) 19,0.281256411,4.708346779,4.550510119,0.038456156,0.280762873
ENSMUSG00000026701,11758,Prdx6,peroxiredoxin 6,0.232684824,9.358267634,4.55042872,0.038457808,0.280762873
ENSMUSG00000034154,68142,Ino80,INO80 complex subunit,0.428681168,4.125920451,4.549080345,0.038485191,0.280772298
ENSMUSG00000022682,106298,Rrn3,RRN3 RNA polymerase I transcription factor homolog (yeast),0.470707521,3.491334303,4.546988302,0.038527718,0.280892122
ENSMUSG00000048911,51902,Rnf24,ring finger protein 24,-0.734515907,1.785622283,4.544095133,0.038586614,0.281110225
ENSMUSG00000075552,100041375,Cyp3a41b,"cytochrome P450, family 3, subfamily a, polypeptide 41B",-0.982831228,1.545497026,4.542953595,0.038609879,0.281110225
ENSMUSG00000019960,67603,Dusp6,dual specificity phosphatase 6,-0.493564645,5.507955698,4.568467544,0.03863839,0.281127597
ENSMUSG00000024381,30948,Bin1,bridging integrator 1,-0.405610047,3.314755066,4.536299451,0.038745799,0.281478669
ENSMUSG00000024371,12263,C2,complement component 2 (within H-2S),0.263322465,5.60222474,4.534658899,0.038779389,0.281478669
ENSMUSG00000062785,16504,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",0.607838963,1.60649553,4.534207872,0.038788629,0.281478669
ENSMUSG00000034771,21886,Tle2,transducin-like enhancer of split 2,0.731283052,1.366454371,4.53407896,0.038791271,0.281478669
ENSMUSG00000079017,76933,Ifi27l2a,"interferon, alpha-inducible protein 27 like 2A",-0.801733046,3.21675504,4.553344464,0.039019046,0.282755534
ENSMUSG00000034007,244891,Scaper,S phase cyclin A-associated protein in the ER,0.390128293,4.268223672,4.522962561,0.039019791,0.282755534
ENSMUSG00000017631,109934,Abr,active BCR-related gene,-0.77183157,1.865559912,4.520320251,0.039074324,0.282934916
ENSMUSG00000022003,67554,Slc25a30,"solute carrier family 25, member 30",0.626489322,6.414107991,4.571454463,0.03909713,0.282934916
ENSMUSG00000022762,17968,Ncam2,neural cell adhesion molecule 2,0.80859633,1.773690032,4.513330933,0.039218972,0.283581824
ENSMUSG00000052915,74026,Msl1,male specific lethal 1,0.247243142,5.622365739,4.512354388,0.039239228,0.283581824
ENSMUSG00000032883,74205,Acsl3,acyl-CoA synthetase long-chain family member 3,-0.445824408,4.768506856,4.518475127,0.039269333,0.283608924
ENSMUSG00000026112,76178,Coa5,cytochrome C oxidase assembly factor 5,-0.225667092,5.807984766,4.50782785,0.039333271,0.283869307
ENSMUSG00000047473,22693,Zfp30,zinc finger protein 30,0.56600976,2.536713955,4.50612033,0.03936881,0.283869307
ENSMUSG00000053219,379043,Raet1e,retinoic acid early transcript 1E,-0.71256123,2.39784914,4.505365802,0.039384525,0.283869307
ENSMUSG00000028977,69743,Casz1,castor zinc finger 1,-0.792639249,1.338280008,4.501252005,0.039470327,0.284297315
ENSMUSG00000003233,13544,Dvl3,dishevelled segment polarity protein 3,0.377948045,3.544957376,4.496612972,0.039567328,0.284500359
ENSMUSG00000032040,69305,Dcps,"decapping enzyme, scavenger",0.350915757,3.62145442,4.496369507,0.039572425,0.284500359
ENSMUSG00000037475,331401,Thoc2,THO complex 2,0.23038643,6.227198479,4.496111396,0.039577831,0.284500359
ENSMUSG00000022897,13548,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,0.247613571,4.471013159,4.494155373,0.03961882,0.284604889
ENSMUSG00000008763,17156,Man1a2,"mannosidase, alpha, class 1A, member 2",0.267779745,5.342355037,4.489409289,0.039718468,0.284975041
ENSMUSG00000020832,57837,Eral1,Era (G-protein)-like 1 (E. coli),0.41060315,2.978306881,4.489178926,0.039723312,0.284975041
ENSMUSG00000030067,108655,Foxp1,forkhead box P1,0.24698584,5.917554987,4.483262427,0.039847933,0.285678617
ENSMUSG00000024924,22359,Vldlr,very low density lipoprotein receptor,-0.736381513,2.755869727,4.487889017,0.039991479,0.285987886
ENSMUSG00000030200,66813,Bcl2l14,BCL2-like 14 (apoptosis facilitator),-1.06114299,0.615766137,4.47642087,0.039992569,0.285987886
ENSMUSG00000022892,11820,App,amyloid beta (A4) precursor protein,-0.433141936,5.570625768,4.490502619,0.039992887,0.285987886
ENSMUSG00000032238,19883,Rora,RAR-related orphan receptor alpha,0.228439449,6.484608689,4.476193913,0.039997376,0.285987886
