"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000010453","ENSMUSG00000010453","226976","Kansl3","KAT8 regulatory NSL complex subunit 3",0.0487913517106841,5.0780056055872,0.116497868274845,0.734373386589985,0.87009881017992
"ENSMUSG00000021492","ENSMUSG00000021492","58992","F12","coagulation factor XII (Hageman factor)",-0.0443988031921485,8.76267264700724,0.116442165151123,0.734434424266153,0.87009881017992
"ENSMUSG00000041346","ENSMUSG00000041346","216853","Wrap53","WD repeat containing, antisense to Trp53",0.107577671810565,2.61258024538376,0.11627082096869,0.734622280105737,0.870216166449441
"ENSMUSG00000026483","ENSMUSG00000026483","63913","Fam129a","family with sequence similarity 129, member A",-0.120829862922285,2.6240441130564,0.116174831412018,0.734727587401714,0.870220470332008
"ENSMUSG00000007041","ENSMUSG00000007041","114584","Clic1","chloride intracellular channel 1",0.121345131412356,3.00082724970518,0.116061113607372,0.734896320779847,0.870220470332008
"ENSMUSG00000032178","ENSMUSG00000032178","16201","Ilf3","interleukin enhancer binding factor 3",-0.0732132209481381,3.41520773608551,0.115974503834321,0.734947517673757,0.870220470332008
"ENSMUSG00000025036","ENSMUSG00000025036","94279","Sfxn2","sideroflexin 2",-0.0582112757194481,5.39443117212906,0.115802496692791,0.735136525797171,0.870220470332008
"ENSMUSG00000026470","ENSMUSG00000026470","58244","Stx6","syntaxin 6",-0.076163955718807,3.18283605656498,0.115794415557239,0.735145409521109,0.870220470332008
"ENSMUSG00000031065","ENSMUSG00000031065","18555","Cdk16","cyclin-dependent kinase 16",0.0811182977855475,3.43826552925647,0.115705064499981,0.735243657701349,0.870220470332008
"ENSMUSG00000035629","ENSMUSG00000035629","100502698","Rubcn","RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein",-0.0674045306058363,3.53374489105739,0.115648901868015,0.735305434428248,0.870220470332008
"ENSMUSG00000039770","ENSMUSG00000039770","383295","Ypel5","yippee like 5",-0.0482522344740785,5.520831028231,0.11559730685713,0.735362201727375,0.870220470332008
"ENSMUSG00000041130","ENSMUSG00000041130","213753","Zfp598","zinc finger protein 598",0.0639973394889145,4.2384199703533,0.115540158660754,0.735425095437723,0.870220470332008
"ENSMUSG00000056763","ENSMUSG00000056763","211660","Cspp1","centrosome and spindle pole associated protein 1",0.058410013329151,4.71481758665276,0.115360140821052,0.735623325455734,0.87034994440012
"ENSMUSG00000022064","ENSMUSG00000022064","52023","Pibf1","progesterone immunomodulatory binding factor 1",0.0842630305122329,2.51909624435471,0.115195908529682,0.735804323749514,0.870399539885481
"ENSMUSG00000027361","ENSMUSG00000027361","14391","Gabpb1","GA repeat binding protein, beta 1",-0.122693641626283,1.9264091721739,0.115109282965827,0.735899850745887,0.870399539885481
"ENSMUSG00000018427","ENSMUSG00000018427","77864","Ypel2","yippee like 2",-0.111506842761957,4.10954101302654,0.115295512496504,0.735960289470736,0.870399539885481
"ENSMUSG00000051910","ENSMUSG00000051910","20679","Sox6","SRY (sex determining region Y)-box 6",0.0693180552764047,4.15476072281958,0.114999920068063,0.736020508880712,0.870399539885481
"ENSMUSG00000039316","ENSMUSG00000039316","76438","Rftn1","raftlin lipid raft linker 1",0.127558707859201,1.94006466232075,0.114712146922006,0.736338310388525,0.870621240560113
"ENSMUSG00000039737","ENSMUSG00000039737","66801","Prkrip1","Prkr interacting protein 1 (IL11 inducible)",-0.0859064149894194,2.80577824375453,0.114669306195784,0.73638565949008,0.870621240560113
"ENSMUSG00000017830","ENSMUSG00000017830","80861","Dhx58","DEXH (Asp-Glu-X-His) box polypeptide 58",-0.0879561255910844,3.18444976737957,0.114520994558128,0.736549655146306,0.870710086903956
"ENSMUSG00000028086","ENSMUSG00000028086","50754","Fbxw7","F-box and WD-40 domain protein 7",-0.0682882333809795,3.88906862331974,0.114265774271121,0.736832142916429,0.870938970037511
"ENSMUSG00000034751","ENSMUSG00000034751","328329","Mast4","microtubule associated serine/threonine kinase family member 4",-0.0665632605860992,3.21410198723236,0.114173244513452,0.736934645447377,0.870955080244126
"ENSMUSG00000035227","ENSMUSG00000035227","66624","Spcs2","signal peptidase complex subunit 2 homolog (S. cerevisiae)",-0.0600731135939911,6.03995243827496,0.113627519556568,0.737540133324034,0.871532031127481
"ENSMUSG00000041688","ENSMUSG00000041688","27494","Amot","angiomotin",-0.0962614822226683,2.46310855839251,0.113573028992012,0.737600680221564,0.871532031127481
"ENSMUSG00000020048","ENSMUSG00000020048","22027","Hsp90b1","heat shock protein 90, beta (Grp94), member 1",-0.0484309097338364,9.02199815165844,0.113315708167945,0.737886820040446,0.871765019457067
"ENSMUSG00000034911","ENSMUSG00000034911","234395","Ushbp1","USH1 protein network component harmonin binding protein 1",-0.0824696211385578,3.31940747279078,0.113106256305822,0.738119997401049,0.871838059501628
"ENSMUSG00000066235","ENSMUSG00000066235","215494","Pomgnt2","protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2",0.115201203280462,1.89862606402063,0.11310035617014,0.738126569355613,0.871838059501628
"ENSMUSG00000028979","ENSMUSG00000028979","17175","Masp2","mannan-binding lectin serine peptidase 2",0.0424669819429309,7.21102451762147,0.112896438481208,0.73835382371128,0.87197502607914
"ENSMUSG00000045100","ENSMUSG00000045100","67582","Slc25a26","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",-0.0981764645816553,2.48615125542336,0.112836662589734,0.738420483819468,0.87197502607914
"ENSMUSG00000055799","ENSMUSG00000055799","21415","Tcf7l1","transcription factor 7 like 1 (T cell specific, HMG box)",-0.0659844290715846,3.88963047456679,0.112664053807278,0.738613082024369,0.872097373956484
"ENSMUSG00000030731","ENSMUSG00000030731","20981","Syt3","synaptotagmin III",-0.12107447309285,1.91718199424599,0.112534428790028,0.738757826773804,0.872163197492264
"ENSMUSG00000045875","ENSMUSG00000045875","11549","Adra1a","adrenergic receptor, alpha 1a",-0.0918955021208676,2.71950544572267,0.112314677452402,0.739003422805097,0.872309338109699
"ENSMUSG00000042138","ENSMUSG00000042138","235184","Msantd2","Myb/SANT-like DNA-binding domain containing 2",0.104444497481079,2.24140922064446,0.112264413235647,0.739059636155595,0.872309338109699
"ENSMUSG00000043279","ENSMUSG00000043279","384309","Trim56","tripartite motif-containing 56",0.066593400390617,5.24434625479078,0.111985524231702,0.739371788736831,0.872392823961221
"ENSMUSG00000041961","ENSMUSG00000041961","407821","Znrf3","zinc and ring finger 3",-0.0999309227259495,2.75790588866792,0.111911644398267,0.739454552884062,0.872392823961221
"ENSMUSG00000020368","ENSMUSG00000020368","12330","Canx","calnexin",-0.0379459310164496,7.64445776200067,0.111869172492852,0.739502145965044,0.872392823961221
"ENSMUSG00000026199","ENSMUSG00000026199","52231","Ankzf1","ankyrin repeat and zinc finger domain containing 1",-0.060531360630509,3.89122875931356,0.111864762248108,0.739507088564837,0.872392823961221
"ENSMUSG00000079012","ENSMUSG00000079012","20717","Serpina3m","serine (or cysteine) peptidase inhibitor, clade A, member 3M",-0.0549032302176146,7.93412258800614,0.111763372602238,0.739620746767751,0.872392823961221
"ENSMUSG00000029570","ENSMUSG00000029570","16848","Lfng","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",-0.146735468163251,1.98353522513178,0.111724367292144,0.739664487172836,0.872392823961221
"ENSMUSG00000021033","ENSMUSG00000021033","14874","Gstz1","glutathione transferase zeta 1 (maleylacetoacetate isomerase)",-0.0381254887196063,8.91597780231803,0.111580034123101,0.739826415833599,0.872478805676206
"ENSMUSG00000020515","ENSMUSG00000020515","69125","Cnot8","CCR4-NOT transcription complex, subunit 8",-0.0623577325027199,4.38061116580333,0.111401861050685,0.740026470722897,0.872609723629453
"ENSMUSG00000015950","ENSMUSG00000015950","17969","Ncf1","neutrophil cytosolic factor 1",0.112707576785825,2.68761376946834,0.111167301734572,0.740290108578598,0.87276267015102
"ENSMUSG00000030410","ENSMUSG00000030410","13401","Dmwd","dystrophia myotonica-containing WD repeat motif",-0.0717519398252924,3.39720915027662,0.111077823034805,0.740390761621298,0.87276267015102
"ENSMUSG00000021819","ENSMUSG00000021819","268721","Zswim8","zinc finger SWIM-type containing 8",0.0797921820027059,3.92351097576778,0.111048860286722,0.740423350983222,0.87276267015102
"ENSMUSG00000077450","ENSMUSG00000077450","19326","Rab11b","RAB11B, member RAS oncogene family",-0.0509700202121226,5.98041635070725,0.110850329552583,0.740646868495369,0.872768158777573
"ENSMUSG00000031482","ENSMUSG00000031482","18408","Slc25a15","solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",0.0415318990289288,7.63861791574282,0.110821071829787,0.740679827379604,0.872768158777573
"ENSMUSG00000037526","ENSMUSG00000037526","100504663","Atg14","autophagy related 14",0.0654720208408146,4.15277202390665,0.110741924242875,0.740769011569996,0.872768158777573
"ENSMUSG00000030168","ENSMUSG00000030168","68465","Adipor2","adiponectin receptor 2",-0.0354644236506167,8.42947870027034,0.110644475540681,0.740878866344689,0.872768158777573
"ENSMUSG00000058006","ENSMUSG00000058006","100019","Mdn1","midasin AAA ATPase 1",-0.0752579194659633,3.56128448524454,0.110599729164551,0.740929327359802,0.872768158777573
"ENSMUSG00000029229","ENSMUSG00000029229","74277","Chic2","cysteine-rich hydrophobic domain 2",-0.0612738618826818,4.42789487603917,0.110570447126719,0.740962355207083,0.872768158777573
"ENSMUSG00000078440","ENSMUSG00000078440","102115","Dohh","deoxyhypusine hydroxylase/monooxygenase",0.0770012895296166,3.79381548929003,0.110476216260425,0.741068673287137,0.872788486746057
"ENSMUSG00000055912","ENSMUSG00000055912","232086","Tmem150a","transmembrane protein 150A",0.0487318354131495,6.89418943651316,0.110001978167468,0.741604510257241,0.873242686151228
"ENSMUSG00000047875","ENSMUSG00000047875","269604","Gpr157","G protein-coupled receptor 157",0.12181986638467,1.9575533582921,0.109977203265578,0.741632538452721,0.873242686151228
"ENSMUSG00000031015","ENSMUSG00000031015","20947","Swap70","SWA-70 protein",-0.123754650814441,2.18916337874197,0.109862149973496,0.741762745891959,0.873291075173138
"ENSMUSG00000036371","ENSMUSG00000036371","66870","Serbp1","serpine1 mRNA binding protein 1",-0.0360734905101762,8.33192030191523,0.109321872510972,0.74237520161469,0.873907144243118
"ENSMUSG00000029250","ENSMUSG00000029250","231329","Polr2b","polymerase (RNA) II (DNA directed) polypeptide B",-0.0511258294426474,4.73697852323782,0.109130733651973,0.742592278337647,0.874057690092353
"ENSMUSG00000051124","ENSMUSG00000051124","317758","Gimap9","GTPase, IMAP family member 9",-0.0651976327540145,3.9647719999324,0.108946457936532,0.742801760663704,0.87419926197962
"ENSMUSG00000039623","ENSMUSG00000039623","231855","Ap5z1","adaptor-related protein complex 5, zeta 1 subunit",0.0839015363696579,3.07751671940962,0.108489673078623,0.743321878050968,0.874645810790698
"ENSMUSG00000028757","ENSMUSG00000028757","13200","Ddost","dolichyl-di-phosphooligosaccharide-protein glycotransferase",0.0523068481205506,4.80580783432906,0.108456507238563,0.743359689599564,0.874645810790698
"ENSMUSG00000029291","ENSMUSG00000029291","52822","Rufy3","RUN and FYVE domain containing 3",0.0507057113366134,5.52367546464116,0.108148937971482,0.743710647905645,0.874953703418406
"ENSMUSG00000036875","ENSMUSG00000036875","327762","Dna2","DNA replication helicase/nuclease 2",-0.0828625164812043,3.23749739322376,0.107847705784836,0.74405491259676,0.875253648235296
"ENSMUSG00000006638","ENSMUSG00000006638","57742","Abhd1","abhydrolase domain containing 1",-0.0969801306287128,2.26688816505456,0.107617668238634,0.744318171647169,0.875458243175979
"ENSMUSG00000029253","ENSMUSG00000029253","12617","Cenpc1","centromere protein C1",-0.144463563652424,2.01323558589603,0.107411338814409,0.744554564436306,0.875608767039134
"ENSMUSG00000036452","ENSMUSG00000036452","71302","Arhgap26","Rho GTPase activating protein 26",0.0661029548576977,3.84007586249869,0.107350040040403,0.744624843316749,0.875608767039134
"ENSMUSG00000047221","ENSMUSG00000047221","330050","Fam185a","family with sequence similarity 185, member A",-0.0983989887646044,2.97611172990189,0.107108213310353,0.744902314354564,0.87582995568983
"ENSMUSG00000000686","ENSMUSG00000000686","67477","Abhd15","abhydrolase domain containing 15",0.0802317686273845,2.86409176141138,0.106953202017405,0.745080356464514,0.875853004076796
"ENSMUSG00000015478","ENSMUSG00000015478","54197","Rnf5","ring finger protein 5",-0.158540482371213,4.96666258028038,0.107346875509368,0.745100662753903,0.875853004076796
"ENSMUSG00000033955","ENSMUSG00000033955","228140","Tnks1bp1","tankyrase 1 binding protein 1",0.107347308004334,3.11660943767659,0.106708954632047,0.745390586282156,0.876032534047394
"ENSMUSG00000021782","ENSMUSG00000021782","71228","Dlg5","discs large MAGUK scaffold protein 5",0.121983497979642,2.27698241614382,0.106647260488525,0.74543217361441,0.876032534047394
"ENSMUSG00000078672","ENSMUSG00000078672","381530","Mup20","major urinary protein 20",-0.0680626213361308,12.834522654508,0.106640093801322,0.745546696769393,0.876062065748208
"ENSMUSG00000069135","ENSMUSG00000069135","75296","Fgfr1op","Fgfr1 oncogene partner",0.087170224619869,2.98065094900891,0.106386390910061,0.745732602484693,0.876175459099627
"ENSMUSG00000059089","ENSMUSG00000059089","246256","Fcgr4","Fc receptor, IgG, low affinity IV",-0.115557286663725,3.33106194739822,0.106296005921586,0.745957710097908,0.876334878801186
"ENSMUSG00000070044","ENSMUSG00000070044","212326","Fam149a","family with sequence similarity 149, member A",-0.0841679817333653,3.58278166251387,0.105766711010225,0.746447893656224,0.876668968407255
"ENSMUSG00000037686","ENSMUSG00000037686","104816","Aspg","asparaginase",-0.0472196982067651,6.65074088040851,0.105713489996757,0.746509434347695,0.876668968407255
"ENSMUSG00000028008","ENSMUSG00000028008","58170","Asic5","acid-sensing (proton-gated) ion channel family member 5",0.114908797750257,1.8768777630753,0.105588093379553,0.74665450124046,0.876668968407255
"ENSMUSG00000031758","ENSMUSG00000031758","75796","Cdyl2","chromodomain protein, Y chromosome-like 2",0.141602484200603,1.85103274255831,0.105579148189418,0.746664853258181,0.876668968407255
"ENSMUSG00000022105","ENSMUSG00000022105","19645","Rb1","RB transcriptional corepressor 1",-0.0831859156621226,2.81134453566782,0.105557960220604,0.746689375438302,0.876668968407255
"ENSMUSG00000026193","ENSMUSG00000026193","14268","Fn1","fibronectin 1",0.0333857503568187,8.96555624473311,0.105234271659961,0.747064340130395,0.876751297788041
"ENSMUSG00000028393","ENSMUSG00000028393","17025","Alad","aminolevulinate, delta-, dehydratase",-0.0541456587036918,6.5752926499423,0.105198982060255,0.747105258605965,0.876751297788041
"ENSMUSG00000022228","ENSMUSG00000022228","432731","Zscan26","zinc finger and SCAN domain containing 26",-0.114119422397618,3.31563228980164,0.105204577437207,0.747232482640337,0.876751297788041
"ENSMUSG00000006456","ENSMUSG00000006456","56275","Rbm14","RNA binding motif protein 14",0.0839068733945232,2.92656532417996,0.104995690677759,0.747341124127035,0.876751297788041
"ENSMUSG00000059975","ENSMUSG00000059975","72723","Zfp74","zinc finger protein 74",0.108032747288691,2.11477612473381,0.104992718432603,0.747344574500234,0.876751297788041
"ENSMUSG00000046010","ENSMUSG00000046010","66983","Zfp830","zinc finger protein 830",0.0965236456416178,2.49133522364653,0.104990469236822,0.747347185547186,0.876751297788041
"ENSMUSG00000044857","ENSMUSG00000044857","224640","Lemd2","LEM domain containing 2",-0.0575102357257759,3.9261849348819,0.10488447330828,0.747470269252184,0.876751297788041
"ENSMUSG00000045868","ENSMUSG00000045868","74558","Gvin1","GTPase, very large interferon inducible 1",-0.14169370723043,5.0896891583765,0.10527177447474,0.747475213573376,0.876751297788041
"ENSMUSG00000022562","ENSMUSG00000022562","75475","Oplah","5-oxoprolinase (ATP-hydrolysing)",0.0762267295690928,6.26905632712034,0.104855343056112,0.747733892194665,0.876949753890345
"ENSMUSG00000043398","ENSMUSG00000043398","238252","Gpr135","G protein-coupled receptor 135",-0.150164380563824,1.57550729687719,0.104536069402007,0.74787532561615,0.876962911874297
"ENSMUSG00000029461","ENSMUSG00000029461","319604","Fam168a","family with sequence similarity 168, member A",0.0488407370774633,4.85300594723779,0.10449417427277,0.747924083412793,0.876962911874297
"ENSMUSG00000015214","ENSMUSG00000015214","53332","Mtmr1","myotubularin related protein 1",-0.111934313751619,3.28088792479111,0.104275402515824,0.748284211292262,0.877280209434642
"ENSMUSG00000022899","ENSMUSG00000022899","57738","Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2",0.165764026377039,1.84246008738111,0.103991264402122,0.748517631149786,0.877448897759318
"ENSMUSG00000000439","ENSMUSG00000000439","67027","Mkrn2","makorin, ring finger protein, 2",-0.0582390017982911,3.50605106078355,0.103678031943706,0.748876080113008,0.877683040489664
"ENSMUSG00000019987","ENSMUSG00000019987","11846","Arg1","arginase, liver",-0.0369469647594745,9.82912889435045,0.103660574903197,0.748896488221895,0.877683040489664
"ENSMUSG00000019977","ENSMUSG00000019977","56422","Hbs1l","Hbs1-like (S. cerevisiae)",0.041862214422825,5.23474224397866,0.103489025840272,0.749097138367381,0.877807523070055
"ENSMUSG00000024378","ENSMUSG00000024378","170459","Stard4","StAR-related lipid transfer (START) domain containing 4",-0.0639416296977559,5.91647980924914,0.103464939132324,0.749181849281423,0.877807523070055
"ENSMUSG00000017718","ENSMUSG00000017718","71562","Afmid","arylformamidase",-0.129626983482165,1.73904944926029,0.10327748653657,0.749344815863244,0.877893508124302
"ENSMUSG00000057069","ENSMUSG00000057069","67475","Ero1lb","ERO1-like beta (S. cerevisiae)",0.0709904473714309,4.24469033487368,0.103083100914299,0.74957265652636,0.878055466645748
"ENSMUSG00000073775","ENSMUSG00000073775","100087","Kti12","KTI12 homolog, chromatin associated",-0.0886840702337921,3.00866140530015,0.102717997471103,0.750001239174531,0.878452509132354
"ENSMUSG00000034429","ENSMUSG00000034429","69020","Zfp707","zinc finger protein 707",0.0535431792746584,4.46568205710342,0.102293436633529,0.75050067628853,0.878932436379971
"ENSMUSG00000070576","ENSMUSG00000070576","433938","Mn1","meningioma 1",-0.0625152103938666,4.08877645143578,0.10210136677714,0.750726995919579,0.879032064591053
"ENSMUSG00000020827","ENSMUSG00000020827","50932","Mink1","misshapen-like kinase 1 (zebrafish)",0.0877561058559527,4.00357606200326,0.102132987648216,0.750765140880318,0.879032064591053
"ENSMUSG00000060981","ENSMUSG00000060981","69386","Hist1h4h","histone cluster 1, H4h",-0.092131534825437,3.21107710213444,0.101894845036632,0.750970606848659,0.879167596119563
"ENSMUSG00000046865","ENSMUSG00000046865","14113","Fbl","fibrillarin",-0.0658625629014752,4.61315768060125,0.101781819320185,0.75110404621884,0.879203558625932
"ENSMUSG00000037798","ENSMUSG00000037798","11720","Mat1a","methionine adenosyltransferase I, alpha",-0.0437611678696261,11.95517578054,0.101716877066852,0.751180754732136,0.879203558625932
"ENSMUSG00000026672","ENSMUSG00000026672","71648","Optn","optineurin",-0.0687523540374883,5.1865417067107,0.101590366320036,0.751381321452917,0.879261834190457
"ENSMUSG00000024767","ENSMUSG00000024767","107260","Otub1","OTU domain, ubiquitin aldehyde binding 1",-0.069735236244297,3.90206499596242,0.101522943822411,0.751409985851539,0.879261834190457
"ENSMUSG00000069045","ENSMUSG00000069045","26900","Ddx3y","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",0.0400271405240296,5.91826486278476,0.101338628012298,0.75162807308844,0.879388986505138
"ENSMUSG00000029860","ENSMUSG00000029860","22793","Zyx","zyxin",-0.0633296898996587,4.21941832574996,0.101279470369925,0.75169811632179,0.879388986505138
"ENSMUSG00000033684","ENSMUSG00000033684","104009","Qsox1","quiescin Q6 sulfhydryl oxidase 1",0.046652529272105,8.32282029166408,0.100823561268173,0.752238675899656,0.879916331322108
"ENSMUSG00000019920","ENSMUSG00000019920","110829","Lims1","LIM and senescent cell antigen-like domains 1",-0.0823504015578076,3.63531615414502,0.100630812510363,0.752467618427422,0.879990516691053
"ENSMUSG00000024371","ENSMUSG00000024371","12263","C2","complement component 2 (within H-2S)",0.0455103257281809,5.61010010315067,0.100618974919167,0.752481686721533,0.879990516691053
"ENSMUSG00000037773","ENSMUSG00000037773","319513","Pced1a","PC-esterase domain containing 1A",0.0624337543199462,3.73385507124794,0.100403086831962,0.752738417473978,0.880172988225078
"ENSMUSG00000024906","ENSMUSG00000024906","71711","Mus81","MUS81 structure-specific endonuclease subunit",-0.108882994292198,2.40985110832643,0.100191083913774,0.752990824300925,0.880172988225078
"ENSMUSG00000042408","ENSMUSG00000042408","100177","Zmym6","zinc finger, MYM-type 6",-0.122795854245803,1.75712696801633,0.100187044442501,0.752995636478163,0.880172988225078
"ENSMUSG00000029551","ENSMUSG00000029551","66506","Psmg3","proteasome (prosome, macropain) assembly chaperone 3",-0.0635419871012502,5.10640254647333,0.100118707201942,0.753077062082486,0.880172988225078
"ENSMUSG00000020232","ENSMUSG00000020232","15353","Hmg20b","high mobility group 20B",-0.0690716641180201,5.31353106615063,0.100156198391959,0.753101523407015,0.880172988225078
"ENSMUSG00000027519","ENSMUSG00000027519","19334","Rab22a","RAB22A, member RAS oncogene family",-0.042246303135592,4.91773932858079,0.100035203987205,0.753176599924031,0.880172988225078
"ENSMUSG00000042423","ENSMUSG00000042423","14123","Fbrs","fibrosin",-0.0669375724049958,3.86973512510059,0.0991627594045418,0.754219323831742,0.881218735766953
"ENSMUSG00000037364","ENSMUSG00000037364","83701","Srrt","serrate RNA effector molecule homolog (Arabidopsis)",0.058162435769721,5.11846748775763,0.0991360701867018,0.754251301593184,0.881218735766953
"ENSMUSG00000032855","ENSMUSG00000032855","18763","Pkd1","polycystin 1, transient receptor poteintial channel interacting",-0.0775569483425679,3.53144488914723,0.0988793969497382,0.754559077602126,0.881328740492005
"ENSMUSG00000019996","ENSMUSG00000019996","17761","Map7","microtubule-associated protein 7",0.0473675508900024,4.7648953638255,0.0988345212528697,0.754612933042893,0.881328740492005
"ENSMUSG00000021645","ENSMUSG00000021645","20595","Smn1","survival motor neuron 1",-0.0730146010635904,3.50408329394266,0.098832589896913,0.754615251170246,0.881328740492005
"ENSMUSG00000024370","ENSMUSG00000024370","52563","Cdc23","CDC23 cell division cycle 23",-0.0770746292533952,3.06580651325897,0.0986473753579187,0.754837672527007,0.88148345933802
"ENSMUSG00000020755","ENSMUSG00000020755","57230","Sap30bp","SAP30 binding protein",0.0790912686511009,3.03790073332334,0.0985074512139636,0.755005857749195,0.881574813051604
"ENSMUSG00000024312","ENSMUSG00000024312","57315","Wdr46","WD repeat domain 46",0.108443057833907,2.60975671692366,0.0983173685248075,0.755234542946061,0.88173677875523
"ENSMUSG00000029111","ENSMUSG00000029111","24116","Nelfa","negative elongation factor complex member A, Whsc2",-0.0813268857855042,3.73921027715809,0.0981784972075729,0.755401770420883,0.881826962492514
"ENSMUSG00000033014","ENSMUSG00000033014","94093","Trim33","tripartite motif-containing 33",-0.0622566811666186,3.30782236667698,0.0980810913285368,0.755519143268039,0.881858933304763
"ENSMUSG00000036160","ENSMUSG00000036160","20935","Surf6","surfeit gene 6",-0.0827485569275089,3.08146521977634,0.0976813357858154,0.756001516241679,0.882182126255899
"ENSMUSG00000031902","ENSMUSG00000031902","18021","Nfatc3","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",-0.0554038051798587,5.51513633519489,0.0975198803917133,0.756196647269069,0.882182126255899
"ENSMUSG00000002129","ENSMUSG00000002129","67465","Sf3a1","splicing factor 3a, subunit 1",0.0586963741835324,3.94784967971416,0.0975064840820245,0.756212845696464,0.882182126255899
"ENSMUSG00000018661","ENSMUSG00000018661","16834","Cog1","component of oligomeric golgi complex 1",0.0812509526632107,3.19264509809175,0.0974495908155651,0.756281653009929,0.882182126255899
"ENSMUSG00000054690","ENSMUSG00000054690","59308","Emcn","endomucin",-0.0997782364347638,2.21056516317601,0.0973971055900331,0.756345148775472,0.882182126255899
"ENSMUSG00000036943","ENSMUSG00000036943","235442","Rab8b","RAB8B, member RAS oncogene family",-0.141446618228062,1.80401549467317,0.0973535486316605,0.756397857550869,0.882182126255899
"ENSMUSG00000005483","ENSMUSG00000005483","81489","Dnajb1","DnaJ heat shock protein family (Hsp40) member B1",-0.0563803993906753,4.0969829496023,0.0973301614695241,0.756426163972277,0.882182126255899
"ENSMUSG00000026377","ENSMUSG00000026377","67949","Nifk","nucleolar protein interacting with the FHA domain of MKI67",-0.0606770623694222,4.72005211689075,0.0970863367301632,0.756721497744863,0.882404861271518
"ENSMUSG00000041684","ENSMUSG00000041684","246229","Bivm","basic, immunoglobulin-like variable motif containing",-0.0795323653685322,2.89002992462268,0.0970238666181631,0.756797230508889,0.882404861271518
"ENSMUSG00000029389","ENSMUSG00000029389","67848","Ddx55","DEAD (Asp-Glu-Ala-Asp) box polypeptide 55",0.064061202158403,2.92769727517579,0.0967402685752152,0.757141374859385,0.882701103214606
"ENSMUSG00000048379","ENSMUSG00000048379","67296","Socs4","suppressor of cytokine signaling 4",0.0548139005915032,3.66781265247219,0.0964071142616091,0.757546364043068,0.882869609416908
"ENSMUSG00000014859","ENSMUSG00000014859","104394","E2f4","E2F transcription factor 4",0.0976131342946921,2.65150491678709,0.0964007735227808,0.757554079421866,0.882869609416908
"ENSMUSG00000028560","ENSMUSG00000028560","230484","Usp1","ubiquitin specific peptidase 1",-0.0488568495201114,4.66274592575495,0.0963990487859417,0.7575561781211,0.882869609416908
"ENSMUSG00000021537","ENSMUSG00000021537","12626","Cetn3","centrin 3",-0.055795565400007,6.2695715144656,0.0959042134195202,0.758164841412633,0.883473893679405
"ENSMUSG00000051978","ENSMUSG00000051978","234086","Erich1","glutamate rich 1",-0.114221548228783,2.65719839198325,0.0956725594842256,0.758442027154283,0.883691816206393
"ENSMUSG00000008604","ENSMUSG00000008604","94232","Ubqln4","ubiquilin 4",0.0566345825035299,3.73482389325978,0.0954499257406848,0.758714235500295,0.88390388824333
"ENSMUSG00000012117","ENSMUSG00000012117","67422","Dhdds","dehydrodolichyl diphosphate synthase",0.0534721396364089,4.55283711209979,0.0953201155684977,0.758873111728975,0.883927101502377
"ENSMUSG00000026924","ENSMUSG00000026924","227648","Sec16a","SEC16 homolog A, endoplasmic reticulum export factor",-0.0474193685380046,5.36707585859208,0.0952862707691892,0.758914554289898,0.883927101502377
"ENSMUSG00000018541","ENSMUSG00000018541","67480","Cwc25","CWC25 spliceosome-associated protein",0.0538899396933871,4.03991577103379,0.094972748378615,0.759298843233675,0.884269597586455
"ENSMUSG00000030397","ENSMUSG00000030397","232944","Mark4","MAP/microtubule affinity regulating kinase 4",0.0678221498072411,3.66688124498995,0.0946897426375742,0.759646325342542,0.884569152608949
"ENSMUSG00000015202","ENSMUSG00000015202","215748","Cnksr3","Cnksr family member 3",-0.120164113526437,2.29111446063659,0.0942582439167074,0.760177228777559,0.885082195796612
"ENSMUSG00000033577","ENSMUSG00000033577","17920","Myo6","myosin VI",-0.0455671012695763,6.09058762116715,0.0940206510172333,0.760470124895569,0.885303330488808
"ENSMUSG00000014791","ENSMUSG00000014791","234683","Elmo3","engulfment and cell motility 3",-0.0651608743893351,3.12057912709648,0.0939216469632445,0.760592293287442,0.885303330488808
"ENSMUSG00000042228","ENSMUSG00000042228","17096","Lyn","LYN proto-oncogene, Src family tyrosine kinase",-0.0506278428473245,4.94099750091342,0.0938537173384892,0.760676157469615,0.885303330488808
"ENSMUSG00000026754","ENSMUSG00000026754","76899","Golga1","golgi autoantigen, golgin subfamily a, 1",0.0666148527917695,3.60466486563645,0.0937637741937437,0.760787250160521,0.885303330488808
"ENSMUSG00000032776","ENSMUSG00000032776","244049","Mctp2","multiple C2 domains, transmembrane 2",-0.0628620668986685,2.82653293576214,0.0937382055392592,0.760818841773137,0.885303330488808
